Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_obsservations;nombre_logements;methodologie_production
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;;1. Moins 1 an;;9,1;10,1;11,5;13,3;16,0;11,2;352;410;500;600;720;533;47;2953;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;;2. Un an et plus;;;;;;;;;;;;;;;4172;;
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;1. Avant 1946;;;7,9;9,5;11,0;13,3;16,2;10,3;352;400;482;620;805;553;54;900;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;1. Avant 1946;;Appart 1P;10,0;11,4;14,5;16,8;19,2;13,2;312;355;385;427;480;399;30;292;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;1. Avant 1946;;Appart 2P;9,1;10,0;11,1;12,6;13,7;11,1;400;450;485;540;620;500;45;339;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;1. Avant 1946;;Appart 3P;7,8;9,0;9,7;11,3;13,0;9,8;460;560;650;740;929;668;68;167;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;1. Avant 1946;;Appart 4P et plus;6,0;6,6;7,9;9,0;10,6;8,0;590;650;805;1111;1200;898;112;102;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;1. Avant 1946;1. Moins 1 an;;9,0;10,2;11,7;14,6;16,8;11,4;352;400;480;560;710;519;46;384;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;1. Avant 1946;2. Un an et plus;;;;;;;;;;;;;;;516;;
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;2. Entre 1946-1970;;;8,0;9,1;10,6;12,4;15,0;10,2;350;430;545;650;760;566;55;740;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 1P;10,3;11,8;14,6;17,5;23,5;14,2;313;340;360;400;440;372;26;110;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 2P;8,9;10,0;11,3;12,7;14,6;11,0;395;436;490;538;600;492;45;203;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 3P;7,8;8,9;10,0;11,0;12,5;9,9;465;560;620;700;770;627;63;276;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 4P et plus;7,3;8,0;8,5;9,7;10,6;8,8;550;618;693;830;1130;775;88;151;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;2. Entre 1946-1970;1. Moins 1 an;;8,7;9,9;11,5;13,1;15,4;11,0;350;405;489;585;720;520;47;282;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;2. Entre 1946-1970;2. Un an et plus;;;;;;;;;;;;;;;458;;
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;3. Entre 1971-1990;;;8,1;9,3;10,6;12,5;14,2;10,3;360;431;520;620;766;549;53;719;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 1P;10,6;11,7;13,0;15,0;18,3;12,9;320;350;375;423;450;383;30;179;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 2P;9,1;10,0;11,0;12,4;13,2;11,0;450;481;515;553;600;520;47;274;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 3P;7,0;8,3;9,3;10,4;12,5;9,3;490;559;640;713;875;650;69;211;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 4P et plus;7,4;8,0;8,6;9,4;10,6;8,8;600;672;800;930;1060;818;93;55;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;3. Entre 1971-1990;1. Moins 1 an;;8,6;9,5;11,0;13,0;15,7;10,7;350;420;510;605;750;540;50;235;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;3. Entre 1971-1990;2. Un an et plus;;;;;;;;;;;;;;;484;;
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;4. Entre 1991-2005;;;9,3;10,3;11,5;13,3;15,2;11,3;379;450;529;650;750;564;50;1855;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 1P;11,7;12,7;14,0;16,4;18,0;14,0;324;360;395;439;487;403;29;450;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 2P;9,7;10,6;11,5;12,6;14,1;11,5;450;485;515;558;585;523;46;774;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 3P;8,8;9,6;10,3;11,1;12,0;10,4;584;633;676;714;754;681;66;551;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 4P et plus;8,3;8,4;9,9;10,6;12,0;9,9;729;789;860;960;1200;950;96;80;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;4. Entre 1991-2005;1. Moins 1 an;;9,4;10,3;11,9;14,2;16,5;11,5;360;410;510;650;790;555;48;618;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;4. Entre 1991-2005;2. Un an et plus;;;;;;;;;;;;;;;1237;;
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;5. Après 2005;;;9,5;10,3;11,2;12,5;13,7;11,1;365;444;518;630;730;547;49;2911;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;5. Après 2005;;Appart 1P;10,6;11,8;13,0;14,3;15,7;12,9;299;330;375;415;453;377;29;673;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;5. Après 2005;;Appart 2P;10,0;10,7;11,4;12,4;13,2;11,4;434;470;505;535;570;504;44;1298;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;5. Après 2005;;Appart 3P;9,0;9,7;10,3;10,9;11,6;10,3;589;610;655;696;742;662;64;806;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;5. Après 2005;;Appart 4P et plus;8,9;9,6;10,3;10,8;11,9;10,4;715;780;876;950;1131;909;87;134;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;5. Après 2005;1. Moins 1 an;;9,6;10,2;11,1;12,6;13,6;11,1;355;439;510;610;710;537;48;1434;;Estimation directe
B4400;2014;Agglomération de Nantes;Ville centre;Appartement;5. Après 2005;2. Un an et plus;;;;;;;;;;;;;;;1477;;
B4400;2014;Agglomération de Nantes;Périphérie;;;;;7,2;8,6;10,0;11,3;12,5;9,5;430;500;610;750;902;648;68;2793;20253;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;;Maison 1-3P;7,3;8,6;10,0;11,6;13,3;10,0;433;534;600;700;790;621;62;145;2749;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;;Ensemble 4P et plus;6,7;7,9;9,0;10,2;11,4;8,8;603;697;800;904;1107;822;93;463;7291;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;;Maison 4P et plus;6,4;8,1;9,6;10,6;11,7;9,0;670;720;830;954;1178;869;97;276;5379;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;;Appart 1P;10,0;11,4;12,3;13,9;16,1;12,1;313;350;400;430;470;399;33;230;1021;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;;Appart 2P;8,6;10,1;10,9;11,9;13,0;10,6;425;455;495;527;560;490;46;1125;4997;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;;Appart 3P;7,8;8,9;9,8;10,5;11,8;9,5;501;565;620;664;700;606;64;830;4194;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;;Appart 4P et plus;6,8;7,5;8,2;9,0;9,9;8,3;590;603;658;775;843;689;83;187;1912;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;;Ensemble 1P;10,2;11,4;12,3;14,0;16,1;12,2;314;350;400;431;470;399;33;232;1130;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;;Ensemble 2P;7,8;10,0;10,9;12,0;13,8;10,7;412;451;495;530;595;494;46;1158;5782;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;;Ensemble 3P;7,6;8,8;9,8;10,7;11,9;9,5;516;580;630;684;750;628;66;940;6049;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;1. Moins 1 an;;7,5;9,1;10,2;11,5;12,6;9,8;430;495;598;730;902;637;65;1263;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;1. Moins 1 an;Ensemble 4P et plus;7,2;8,1;9,3;10,6;11,8;9,2;610;720;830;960;1300;879;96;146;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;1. Moins 1 an;Ensemble 1P;10,8;11,5;12,3;14,0;16,1;12,5;315;350;415;437;496;410;33;98;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;1. Moins 1 an;Ensemble 2P;8,3;9,8;10,8;11,9;13,8;10,6;425;459;495;527;570;496;47;574;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;1. Moins 1 an;Ensemble 3P;8,1;9,4;10,0;10,8;11,9;9,8;545;580;620;675;740;622;64;445;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;2. Un an et plus;;6,7;8,2;9,7;11,1;12,4;9,3;438;515;641;765;900;656;71;1530;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;;2. Un an et plus;Ensemble 4P et plus;;;;;;;;;;;;;;317;;
B4400;2014;Agglomération de Nantes;Périphérie;;;2. Un an et plus;Ensemble 1P;;;;;;;;;;;;;;134;;
B4400;2014;Agglomération de Nantes;Périphérie;;;2. Un an et plus;Ensemble 2P;;;;;;;;;;;;;;584;;
B4400;2014;Agglomération de Nantes;Périphérie;;;2. Un an et plus;Ensemble 3P;;;;;;;;;;;;;;495;;
B4400;2014;Agglomération de Nantes;Périphérie;;1. Avant 1946;;;7,3;8,4;10,0;11,9;13,3;9,7;430;520;600;700;893;636;66;103;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;1. Avant 1946;;Ensemble 4P et plus;;;;;;;;;;;;;;29;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;1. Avant 1946;;Ensemble 1P;;;;;;;;;;;;;;14;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;1. Avant 1946;;Ensemble 2P;;;;;;;;;;;;;;27;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;1. Avant 1946;;Ensemble 3P;;;;;;;;;;;;;;33;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;2. Entre 1946-1970;;;7,1;7,7;8,9;10,5;11,3;8,6;445;530;611;700;898;637;74;327;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;2. Entre 1946-1970;;Ensemble 4P et plus;6,3;7,2;8,2;9,0;10,6;8,0;600;610;688;833;1000;733;91;98;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;23;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;2. Entre 1946-1970;;Ensemble 2P;7,3;9,0;10,4;11,1;11,8;9,8;400;400;460;490;520;450;46;92;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;2. Entre 1946-1970;;Ensemble 3P;8,0;8,6;9,7;10,8;11,2;9,5;507;550;600;650;700;599;63;114;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;3. Entre 1971-1990;;;5,9;7,4;9,1;10,2;11,9;8,6;400;509;611;720;930;649;76;237;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;3. Entre 1971-1990;;Ensemble 4P et plus;5,9;7,2;8,2;9,7;10,2;8,0;590;620;700;900;1180;766;95;82;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;3. Entre 1971-1990;;Ensemble 1P;;;;;;;;;;;;;;20;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;3. Entre 1971-1990;;Ensemble 2P;6,5;9,9;11,8;12,2;18,5;10,8;380;450;495;523;547;482;45;67;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;3. Entre 1971-1990;;Ensemble 3P;5,7;7,1;9,1;10,0;10,9;8,7;370;545;600;695;700;585;67;68;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;4. Entre 1991-2005;;;8,0;9,3;10,2;11,8;13,1;10,1;461;500;625;800;995;678;67;498;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;4. Entre 1991-2005;;Ensemble 4P et plus;8,0;9,1;9,8;10,5;11,8;9,9;750;820;902;1059;1350;966;98;96;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;34;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;4. Entre 1991-2005;;Ensemble 2P;8,3;9,6;10,8;12,0;17,2;10,7;400;470;500;550;610;509;47;190;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;4. Entre 1991-2005;;Ensemble 3P;6,3;9,0;10,2;10,8;11,6;9,6;520;590;650;684;790;646;67;178;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;5. Après 2005;;;8,2;9,5;10,4;11,4;12,4;9,9;435;490;620;755;884;638;65;1628;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;5. Après 2005;;Ensemble 4P et plus;7,8;8,6;9,6;10,6;11,3;9,3;700;775;820;930;1090;857;92;158;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;5. Après 2005;;Ensemble 1P;10,7;11,4;12,3;13,4;14,9;12,2;335;373;400;435;500;411;34;141;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;5. Après 2005;;Ensemble 2P;9,5;10,3;10,9;11,8;12,6;10,5;430;450;492;528;570;495;47;782;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;;5. Après 2005;;Ensemble 3P;8,2;9,4;10,0;10,7;11,8;9,8;555;610;650;697;755;655;67;547;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;;;;6,9;8,2;9,7;10,8;12,2;9,2;550;650;765;900;1090;786;85;421;8127;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;;;Maison 1-3P;7,3;8,6;10,0;11,6;13,3;10,0;433;534;600;700;790;621;62;145;2749;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;;;Maison 4P et plus;6,4;8,1;9,6;10,6;11,7;9,0;670;720;830;954;1178;869;97;276;5379;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;;1. Moins 1 an;;7,3;8,6;9,8;10,8;12,2;9,6;580;650;790;930;1200;827;87;142;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;;2. Un an et plus;;;;;;;;;;;;;;;279;;
B4400;2014;Agglomération de Nantes;Périphérie;Maison;1. Avant 1946;;;7,3;8,0;8,8;11,7;12,9;9,3;490;600;700;800;900;702;75;57;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;33;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;1. Avant 1946;;Maison 4P et plus;;;;;;;;;;;;;;24;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;1. Avant 1946;1. Moins 1 an;;;;;;;;;;;;;;;13;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;1. Avant 1946;2. Un an et plus;;;;;;;;;;;;;;;44;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;2. Entre 1946-1970;;;6,3;7,2;9,0;10,6;11,4;8,5;550;610;680;898;1000;734;87;54;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;23;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;2. Entre 1946-1970;;Maison 4P et plus;;;;;;;;;;;;;;31;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;2. Entre 1946-1970;1. Moins 1 an;;;;;;;;;;;;;;;20;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;2. Entre 1946-1970;2. Un an et plus;;;;;;;;;;;;;;;34;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;3. Entre 1971-1990;;;5,9;7,2;9,6;10,2;11,9;8,5;450;600;700;869;1180;738;87;73;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;23;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;3. Entre 1971-1990;;Maison 4P et plus;5,8;7,2;9,5;10,0;10,8;8,2;650;680;800;930;1180;835;102;50;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;3. Entre 1971-1990;1. Moins 1 an;;;;;;;;;;;;;;;20;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;3. Entre 1971-1990;2. Un an et plus;;;;;;;;;;;;;;;53;;
B4400;2014;Agglomération de Nantes;Périphérie;Maison;4. Entre 1991-2005;;;8,2;9,3;10,0;11,8;13,5;10,2;650;796;902;1031;1350;940;92;89;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;16;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;4. Entre 1991-2005;;Maison 4P et plus;8,0;9,2;9,9;10,7;11,9;10,0;780;840;914;1200;1350;1001;100;73;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;4. Entre 1991-2005;1. Moins 1 an;;;;;;;;;;;;;;;26;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;4. Entre 1991-2005;2. Un an et plus;;;;;;;;;;;;;;;63;;
B4400;2014;Agglomération de Nantes;Périphérie;Maison;5. Après 2005;;;7,9;8,7;9,8;10,7;11,5;9,5;650;737;800;930;1090;837;88;148;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;5. Après 2005;;Maison 1-3P;8,5;9,7;10,2;11,5;13,3;10,2;600;650;730;790;852;731;72;50;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;5. Après 2005;;Maison 4P et plus;7,0;8,6;9,8;10,7;11,2;9,3;719;785;853;946;1175;881;95;98;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;5. Après 2005;1. Moins 1 an;;8,5;9,0;9,9;10,7;11,3;9,8;650;740;800;930;960;819;84;63;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Maison;5. Après 2005;2. Un an et plus;;;;;;;;;;;;;;;85;;
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;;;;7,4;8,9;10,2;11,6;12,6;9,7;408;470;546;630;700;554;57;2372;12125;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;;;Appart 1P;10,0;11,4;12,3;13,9;16,1;12,1;313;350;400;430;470;399;33;230;1021;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;;;Appart 2P;8,6;10,1;10,9;11,9;13,0;10,6;425;455;495;527;560;490;46;1125;4997;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;;;Appart 3P;7,8;8,9;9,8;10,5;11,8;9,5;501;565;620;664;700;606;64;830;4194;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;;;Appart 4P et plus;6,8;7,5;8,2;9,0;9,9;8,3;590;603;658;775;843;689;83;187;1912;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;;1. Moins 1 an;;7,6;9,4;10,5;11,8;12,8;10,0;410;470;530;625;695;547;55;1121;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;;2. Un an et plus;;;;;;;;;;;;;;;1251;;
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;1. Avant 1946;;;;;;;;;;;;;;;;46;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;1. Avant 1946;;Appart 1P;;;;;;;;;;;;;;13;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;1. Avant 1946;;Appart 2P;;;;;;;;;;;;;;16;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;1. Avant 1946;;Appart 3P;;;;;;;;;;;;;;12;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;1. Avant 1946;;Appart 4P et plus;;;;;;;;;;;;;;5;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;1. Avant 1946;1. Moins 1 an;;;;;;;;;;;;;;;19;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;1. Avant 1946;2. Un an et plus;;;;;;;;;;;;;;;27;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;2. Entre 1946-1970;;;7,4;7,8;8,8;10,3;11,3;8,8;420;485;590;630;692;561;64;273;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;23;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 2P;7,5;9,4;10,3;11,1;11,9;10,0;350;430;464;487;531;456;46;88;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 3P;7,8;8,4;9,3;10,0;11,3;9,2;470;515;573;611;630;571;62;95;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 4P et plus;7,3;7,6;8,1;8,3;9,0;7,9;590;600;630;692;700;640;81;67;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;2. Entre 1946-1970;1. Moins 1 an;;7,6;7,7;9,0;10,4;11,5;8,8;385;470;588;630;630;542;61;81;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;2. Entre 1946-1970;2. Un an et plus;;;;;;;;;;;;;;;192;;
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;3. Entre 1971-1990;;;6,7;7,4;8,9;10,2;12,3;8,7;400;470;565;620;695;551;64;164;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;20;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 2P;6,5;9,6;11,5;11,9;14,4;10,2;380;450;480;506;530;475;46;61;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 3P;5,7;8,7;9,1;9,6;10,1;8,8;400;545;585;695;700;591;67;51;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 4P et plus;;;;;;;;;;;;;;32;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;3. Entre 1971-1990;1. Moins 1 an;;;;;;;;;;;;;;;47;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;3. Entre 1971-1990;2. Un an et plus;;;;;;;;;;;;;;;117;;
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;4. Entre 1991-2005;;;7,1;9,3;10,2;11,7;13,0;9,9;400;480;550;643;713;557;56;409;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;34;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 2P;8,3;9,6;10,6;12,0;16,7;10,5;400;470;500;550;610;509;48;188;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 3P;6,3;9,1;10,1;10,8;11,6;9,4;520;580;643;676;703;614;65;164;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 4P et plus;;;;;;;;;;;;;;23;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;4. Entre 1991-2005;1. Moins 1 an;;8,3;9,4;10,2;11,6;12,5;10,2;461;495;560;664;750;567;56;153;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;4. Entre 1991-2005;2. Un an et plus;;;;;;;;;;;;;;;256;;
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;5. Après 2005;;;8,7;9,6;10,5;11,5;12,6;10,1;420;460;530;640;747;558;55;1480;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;5. Après 2005;;Appart 1P;10,7;11,4;12,3;13,3;14,9;12,2;335;371;400;435;500;411;34;140;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;5. Après 2005;;Appart 2P;9,5;10,4;11,0;11,8;12,6;10,6;430;450;490;525;560;489;46;772;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;5. Après 2005;;Appart 3P;8,2;9,3;9,9;10,5;11,3;9,6;546;605;631;660;706;622;65;508;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;5. Après 2005;;Appart 4P et plus;7,9;8,7;9,1;9,9;11,4;9,2;674;747;792;844;866;791;86;60;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;5. Après 2005;1. Moins 1 an;;8,7;9,7;10,5;11,4;12,6;10,0;410;459;525;625;715;549;55;821;;Estimation directe
B4400;2014;Agglomération de Nantes;Périphérie;Appartement;5. Après 2005;2. Un an et plus;;;;;;;;;;;;;;;659;;
B5900;2014;Agglomération de Lille;;;;;;6,8;8,8;10,9;13,2;16,3;10,0;400;470;580;710;851;613;61;5188;;Estimation directe
B5900;2014;Agglomération de Lille;;;;;Maison 1-3P;5,9;7,4;9,7;11,4;14,0;9,2;382;495;580;696;800;586;64;225;;Estimation directe
B5900;2014;Agglomération de Lille;;;;;Ensemble 4P et plus;5,6;6,8;8,3;10,0;11,3;8,2;531;630;750;899;1100;792;96;830;;Estimation directe
B5900;2014;Agglomération de Lille;;;;;Maison 4P et plus;5,5;6,7;8,2;9,8;11,1;8,0;520;644;750;895;1050;776;97;534;;Estimation directe
B5900;2014;Agglomération de Lille;;;;;Appart 1P;11,2;13,1;15,6;18,2;21,5;15,1;325;376;419;460;500;416;27;1243;;Estimation directe
B5900;2014;Agglomération de Lille;;;;;Appart 2P;9,4;10,8;12,2;13,8;15,4;12,0;427;475;530;590;640;532;44;1830;;Estimation directe
B5900;2014;Agglomération de Lille;;;;;Appart 3P;7,7;9,0;10,4;11,4;12,5;10,1;500;595;680;750;831;674;67;1060;;Estimation directe
