Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_obsservations;nombre_logements;methodologie_production
B3100;2014;Agglomération de Toulouse;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;23;;Estimation directe
B3100;2014;Agglomération de Toulouse;;Maison;2. Entre 1946-1970;;Maison 4P et plus;;;;;;;;;;;;;;99;;Estimation directe
B3100;2014;Agglomération de Toulouse;;Maison;2. Entre 1946-1970;1. Moins 1 an;;;;;;;;;;;;;;;29;;Estimation directe
B3100;2014;Agglomération de Toulouse;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;27;;Estimation directe
B3100;2014;Agglomération de Toulouse;;Maison;3. Entre 1971-1990;;Maison 4P et plus;;;;;;;;;;;;;;171;;Estimation directe
B3100;2014;Agglomération de Toulouse;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;62;;Estimation directe
B3100;2014;Agglomération de Toulouse;;Maison;4. Entre 1991-2005;;Maison 4P et plus;;;;;;;;;;;;;;378;;Estimation directe
B3100;2014;Agglomération de Toulouse;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;103;;Estimation directe
B3100;2014;Agglomération de Toulouse;;Maison;5. Après 2005;;Maison 4P et plus;;;;;;;;;;;;;;279;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;;;Maison 1-3P;9,5;10,0;11,3;12,2;14,3;11,1;400;520;640;760;900;648;58;128;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;;;Maison 4P et plus;6,7;8,1;9,7;10,7;11,4;9,0;709;775;884;1034;1210;940;104;315;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;;1. Moins 1 an;Maison 1-3P;;;;;;;;;;;;;;54;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;;1. Moins 1 an;Maison 4P et plus;;;;;;;;;;;;;;89;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;;2. Un an et plus;Maison 1-3P;;;;;;;;;;;;;;74;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;;2. Un an et plus;Maison 4P et plus;;;;;;;;;;;;;;226;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;30;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;1. Avant 1946;;Maison 4P et plus;;;;;;;;;;;;;;41;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;1. Avant 1946;1. Moins 1 an;;;;;;;;;;;;;;;25;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;1. Avant 1946;2. Un an et plus;;;;;;;;;;;;;;;46;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;13;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;2. Entre 1946-1970;;Maison 4P et plus;;;;;;;;;;;;;;57;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;2. Entre 1946-1970;1. Moins 1 an;;;;;;;;;;;;;;;17;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;11;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;3. Entre 1971-1990;;Maison 4P et plus;;;;;;;;;;;;;;39;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;3. Entre 1971-1990;1. Moins 1 an;;;;;;;;;;;;;;;15;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;3. Entre 1971-1990;2. Un an et plus;;;;;;;;;;;;;;;35;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;29;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;4. Entre 1991-2005;;Maison 4P et plus;;;;;;;;;;;;;;131;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;4. Entre 1991-2005;1. Moins 1 an;;;;;;;;;;;;;;;42;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;45;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;5. Après 2005;;Maison 4P et plus;;;;;;;;;;;;;;47;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;5. Après 2005;1. Moins 1 an;;;;;;;;;;;;;;;44;;Estimation directe
B3100;2014;Agglomération de Toulouse;Ville centre;Maison;5. Après 2005;2. Un an et plus;;;;;;;;;;;;;;;48;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;;;8,0;9,0;10,0;11,3;12,6;9,7;404;459;533;628;710;548;56;3473;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;;Appart 1P;10,7;12,5;13,8;16,1;16,8;13,5;326;348;385;422;470;386;29;176;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;;Appart 2P;8,7;9,6;10,6;11,4;12,4;10,5;409;438;476;515;568;480;46;1698;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;;Appart 3P;8,0;8,8;9,5;10,4;11,3;9,6;520;560;609;665;725;616;64;1341;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;;Appart 4P et plus;6,2;6,6;8,2;9,2;10,0;8,0;591;622;684;779;839;703;88;258;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;1. Moins 1 an;;7,8;9,0;10,0;11,2;12,5;9,7;406;460;540;650;741;554;57;1643;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;1. Moins 1 an;Appart 1P;;;;;;;;;;;;;;84;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;1. Moins 1 an;Appart 2P;;;;;;;;;;;;;;799;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;1. Moins 1 an;Appart 3P;;;;;;;;;;;;;;649;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;1. Moins 1 an;Appart 4P et plus;;;;;;;;;;;;;;111;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;2. Un an et plus;;;;;;;;;;;;;;;1830;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;2. Un an et plus;Appart 1P;;;;;;;;;;;;;;92;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;2. Un an et plus;Appart 2P;;;;;;;;;;;;;;899;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;2. Un an et plus;Appart 3P;;;;;;;;;;;;;;692;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;;2. Un an et plus;Appart 4P et plus;;;;;;;;;;;;;;147;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;1. Avant 1946;;;;;;;;;;;;;;;;42;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;1. Avant 1946;;Appart 1P;;;;;;;;;;;;;;9;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;1. Avant 1946;;Appart 2P;;;;;;;;;;;;;;18;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;1. Avant 1946;;Appart 3P;;;;;;;;;;;;;;12;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;1. Avant 1946;;Appart 4P et plus;;;;;;;;;;;;;;3;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;1. Avant 1946;1. Moins 1 an;;;;;;;;;;;;;;;17;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;1. Avant 1946;2. Un an et plus;;;;;;;;;;;;;;;25;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;2. Entre 1946-1970;;;6,2;6,3;8,2;9,6;12,5;8,0;444;500;600;625;718;578;72;68;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;5;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;2. Entre 1946-1970;;Appart 2P;;;;;;;;;;;;;;19;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;2. Entre 1946-1970;;Appart 3P;;;;;;;;;;;;;;25;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;2. Entre 1946-1970;;Appart 4P et plus;;;;;;;;;;;;;;19;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;2. Entre 1946-1970;1. Moins 1 an;;;;;;;;;;;;;;;32;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;2. Entre 1946-1970;2. Un an et plus;;;;;;;;;;;;;;;36;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;3. Entre 1971-1990;;;6,7;8,2;9,3;10,5;12,1;8,8;400;487;540;660;700;563;64;148;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;14;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;3. Entre 1971-1990;;Appart 2P;8,2;8,6;10,0;10,9;11,6;9,7;423;494;514;540;580;513;53;51;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;3. Entre 1971-1990;;Appart 3P;8,0;8,6;9,3;9,4;10,3;9,1;450;550;600;665;680;596;66;52;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;3. Entre 1971-1990;;Appart 4P et plus;;;;;;;;;;;;;;31;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;3. Entre 1971-1990;1. Moins 1 an;;;;;;;;;;;;;;;72;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;3. Entre 1971-1990;2. Un an et plus;;;;;;;;;;;;;;;76;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;4. Entre 1991-2005;;;8,5;9,3;10,3;11,4;13,0;10,1;397;452;520;610;703;539;53;1489;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;4. Entre 1991-2005;;Appart 1P;11,1;12,5;13,8;16,4;17,4;13,8;305;343;370;410;470;380;27;96;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;4. Entre 1991-2005;;Appart 2P;9,1;9,8;10,5;11,3;12,6;10,5;415;440;480;519;560;482;46;711;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;4. Entre 1991-2005;;Appart 3P;8,5;9,0;9,7;10,5;11,3;9,7;530;560;610;676;755;623;64;578;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;4. Entre 1991-2005;;Appart 4P et plus;6,5;7,6;8,4;9,6;10,0;8,3;610;660;685;800;865;728;87;104;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;4. Entre 1991-2005;1. Moins 1 an;;;;;;;;;;;;;;;594;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;4. Entre 1991-2005;2. Un an et plus;;;;;;;;;;;;;;;895;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;5. Après 2005;;;8,5;9,2;10,1;11,3;12,3;10,0;420;464;535;641;723;560;56;1726;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;5. Après 2005;;Appart 1P;9,7;11,7;12,6;14,2;15,4;12,6;339;348;380;440;479;397;31;52;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;5. Après 2005;;Appart 2P;9,1;9,9;11,0;11,7;12,3;10,8;418;435;473;504;566;478;44;899;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;5. Après 2005;;Appart 3P;8,2;9,0;9,8;10,7;11,5;9,8;515;560;607;660;716;613;63;674;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;5. Après 2005;;Appart 4P et plus;6,5;7,3;8,9;9,6;10,2;8,6;652;690;740;818;860;756;88;101;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;5. Après 2005;1. Moins 1 an;;;;;;;;;;;;;;;928;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Appartement;5. Après 2005;2. Un an et plus;;;;;;;;;;;;;;;798;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;;;Maison 1-3P;6,9;8,0;9,2;10,4;11,4;9,0;485;551;621;696;750;622;70;129;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;;;Maison 4P et plus;6,6;7,8;8,8;9,8;10,4;8,5;693;770;865;950;1100;886;104;685;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;;1. Moins 1 an;Maison 1-3P;;;;;;;;;;;;;;62;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;;1. Moins 1 an;Maison 4P et plus;;;;;;;;;;;;;;277;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;;2. Un an et plus;Maison 1-3P;;;;;;;;;;;;;;67;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;;2. Un an et plus;Maison 4P et plus;;;;;;;;;;;;;;408;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;1. Avant 1946;;;;;;;;;;;;;;;;44;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;12;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;1. Avant 1946;;Maison 4P et plus;;;;;;;;;;;;;;32;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;1. Avant 1946;1. Moins 1 an;;;;;;;;;;;;;;;9;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;1. Avant 1946;2. Un an et plus;;;;;;;;;;;;;;;35;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;10;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;2. Entre 1946-1970;;Maison 4P et plus;;;;;;;;;;;;;;42;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;2. Entre 1946-1970;1. Moins 1 an;;;;;;;;;;;;;;;12;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;2. Entre 1946-1970;2. Un an et plus;;;;;;;;;;;;;;;40;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;16;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;3. Entre 1971-1990;;Maison 4P et plus;;;;;;;;;;;;;;132;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;33;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;4. Entre 1991-2005;;Maison 4P et plus;;;;;;;;;;;;;;247;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;58;;Estimation directe
B3100;2014;Agglomération de Toulouse;Périphérie;Maison;5. Après 2005;;Maison 4P et plus;;;;;;;;;;;;;;232;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;;;8,4;10,0;11,8;14,3;17,1;11,2;395;457;587;731;920;630;56;11131;73700;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;;Maison 1-3P;7,0;9,2;10,7;11,9;13,5;10,2;480;634;780;850;971;732;72;127;2816;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;;Ensemble 4P et plus;7,1;8,5;9,9;11,3;12,5;9,8;608;734;900;1062;1317;937;96;1368;14767;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;;Maison 4P et plus;7,6;9,2;10,2;11,6;12,4;10,1;700;893;1000;1186;1500;1070;106;443;6295;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;;Appart 1P;12,0;13,8;15,7;18,0;20,2;15,5;343;380;414;450;501;419;27;2602;16851;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;;Appart 2P;8,8;10,9;12,4;14,3;16,0;12,1;423;500;548;600;650;545;45;4466;23707;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;;Appart 3P;8,3;9,6;10,3;11,7;12,7;10,4;550;617;700;760;834;697;67;2568;15560;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;;Appart 4P et plus;6,9;8,2;9,3;10,9;12,5;9,5;567;690;825;987;1197;854;90;925;8472;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;;Ensemble 1P;12,0;13,8;15,7;18,0;20,2;15,4;343;380;414;450;501;419;27;2606;17014;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;;Ensemble 2P;8,8;10,9;12,4;14,3;15,9;12,1;424;500;548;600;650;545;45;4482;24307;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;;Ensemble 3P;7,9;9,5;10,3;11,7;12,8;10,3;550;623;700;778;850;703;68;2675;17612;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;1. Moins 1 an;;8,9;10,3;12,2;14,7;17,3;11,7;396;450;577;730;900;617;53;4222;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;1. Moins 1 an;Ensemble 4P et plus;8,2;8,9;10,0;11,4;12,2;10,1;700;805;906;1000;1221;941;93;449;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;1. Moins 1 an;Ensemble 1P;12,6;14,0;15,5;18,0;20,7;15,5;345;385;420;450;500;421;27;1123;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;1. Moins 1 an;Ensemble 2P;9,2;11,1;12,6;14,3;16,0;12,5;430;500;541;600;630;543;44;1647;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;1. Moins 1 an;Ensemble 3P;8,7;9,9;10,7;12,1;12,9;10,7;580;630;706;764;840;706;66;1003;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;2. Un an et plus;;7,9;9,7;11,6;14,1;17,0;11,0;395;462;595;732;925;637;58;6909;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;2. Un an et plus;Ensemble 4P et plus;6,7;8,0;9,6;11,2;12,5;9,6;600;692;900;1100;1368;935;97;919;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;2. Un an et plus;Ensemble 1P;11,7;13,7;16,0;18,3;20,1;15,4;339;378;410;452;506;418;27;1483;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;2. Un an et plus;Ensemble 2P;8,5;10,8;12,3;14,2;15,8;11,9;420;499;550;610;655;546;46;2835;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;;2. Un an et plus;Ensemble 3P;7,9;9,1;10,1;11,6;12,7;10,1;525;620;700;783;851;701;69;1672;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;1. Avant 1946;;;8,0;10,0;11,8;14,3;18,0;11,2;380;428;520;677;900;587;52;1863;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;1. Avant 1946;;Ensemble 4P et plus;7,0;8,6;10,2;11,7;13,7;9,8;665;800;920;1150;1364;988;101;193;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;1. Avant 1946;;Ensemble 1P;11,4;13,7;15,4;18,8;21,7;15,4;330;385;420;450;515;422;27;561;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;1. Avant 1946;;Ensemble 2P;8,0;9,2;11,8;14,0;15,3;11,4;390;430;500;561;635;497;44;690;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;1. Avant 1946;;Ensemble 3P;8,0;9,6;10,3;11,6;12,8;10,2;560;609;690;730;792;684;67;419;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;2. Entre 1946-1970;;;7,6;8,6;10,0;12,5;14,8;10,0;400;480;600;715;900;628;63;1257;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;2. Entre 1946-1970;;Ensemble 4P et plus;7,0;7,8;8,9;10,5;12,3;9,3;564;620;726;945;1015;795;86;325;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;2. Entre 1946-1970;;Ensemble 1P;10,4;13,2;14,5;18,2;22,4;14,2;335;382;412;450;480;414;29;205;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;2. Entre 1946-1970;;Ensemble 2P;8,3;8,8;10,7;13,2;14,8;10,8;417;460;520;600;620;523;48;321;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;2. Entre 1946-1970;;Ensemble 3P;7,0;8,6;9,9;10,7;12,5;9,7;480;562;668;731;830;655;68;406;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;3. Entre 1971-1990;;;7,9;9,5;11,7;14,4;17,5;10,7;378;450;560;711;910;609;57;2146;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;3. Entre 1971-1990;;Ensemble 4P et plus;5,5;7,4;8,9;10,0;11,1;8,8;457;700;830;1000;1207;859;98;313;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;3. Entre 1971-1990;;Ensemble 1P;12,2;13,6;15,7;18,0;19,4;15,5;350;369;410;451;500;416;27;761;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;3. Entre 1971-1990;;Ensemble 2P;9,0;10,8;12,0;13,8;15,2;11,7;455;505;560;610;660;558;48;679;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;3. Entre 1971-1990;;Ensemble 3P;7,9;9,1;10,0;11,3;12,5;10,1;550;600;700;800;920;702;70;393;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;4. Entre 1991-2005;;;9,2;10,4;12,3;15,3;18,1;11,8;400;470;600;755;920;658;56;2828;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;4. Entre 1991-2005;;Ensemble 4P et plus;8,0;9,0;10,2;11,3;12,2;10,2;700;848;950;1247;1500;1069;104;250;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;4. Entre 1991-2005;;Ensemble 1P;13,5;15,0;16,4;18,4;21,4;16,3;357;392;420;450;530;425;26;665;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;4. Entre 1991-2005;;Ensemble 2P;9,6;11,5;13,1;15,0;17,3;12,9;476;518;572;612;650;566;44;1312;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;4. Entre 1991-2005;;Ensemble 3P;8,8;9,7;10,7;11,6;12,7;10,6;600;680;740;795;850;727;69;601;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;5. Après 2005;;;10,0;10,9;12,3;14,1;15,8;12,0;418;512;613;778;950;663;55;3037;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;5. Après 2005;;Ensemble 4P et plus;9,2;10,3;11,3;12,5;14,0;11,3;790;870;975;1105;1200;1008;89;287;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;5. Après 2005;;Ensemble 1P;12,0;13,5;14,8;16,5;18,9;14,8;327;374;408;455;498;413;28;414;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;5. Après 2005;;Ensemble 2P;10,9;11,8;13,1;14,3;15,9;13,0;460;520;574;609;655;569;44;1480;;Estimation directe
B3400;2014;Agglomération de Montpellier;;;5. Après 2005;;Ensemble 3P;9,0;10,1;11,1;12,3;13,0;10,9;601;670;742;796;868;734;67;856;;Estimation directe
